city	date	avg_temp	high_temp	low_temp
Auckland	2017-07-09	54	59	48
Auckland	2017-07-10	55	59	51
Auckland	2017-07-11	54	59	48
Auckland	2017-07-12	48	53	44
Auckland	2017-07-13	46	50	41
Auckland	2017-07-14	48	51	44
Auckland	2017-07-15	48	55	41
Auckland	2017-07-16	49	59	39
Auckland	2017-07-17	52	60	44
Auckland	2017-07-18	54	59	48
Auckland	2017-07-19	52	62	42
Auckland	2017-07-20	56	62	50
Auckland	2017-07-21	54	59	50
Auckland	2017-07-22	54	57	51
Auckland	2017-07-23	54	59	48
Auckland	2017-07-24	54	57	50
Auckland	2017-07-25	54	59	50
Auckland	2017-07-26	54	59	46
Auckland	2017-07-27	52	57	48
Auckland	2017-07-28	52	57	48
Auckland	2017-07-29	44	51	37
Auckland	2017-07-30	43	51	35
Auckland	2017-07-31	44	53	35
Auckland	2017-08-01	53	60	46
Auckland	2017-08-02	54	59	50
Auckland	2017-08-03	52	57	46
Auckland	2017-08-04	48	55	41
Auckland	2017-08-05	49	59	39
Auckland	2017-08-06	53	60	46
Auckland	2017-08-07	60	64	55
Auckland	2017-08-08	60	64	55
Auckland	2017-08-09	58	60	55
Auckland	2017-08-10	55	60	50
Auckland	2017-08-11	54	59	48
Auckland	2017-08-12	58	62	55
Auckland	2017-08-13	57	64	50
Auckland	2017-08-14	54	59	50
Auckland	2017-08-15	52	59	46
Auckland	2017-08-16	54	60	48
Auckland	2017-08-17	55	60	50
Auckland	2017-08-18	55	60	50
Auckland	2017-08-19	56	60	51
Auckland	2017-08-20	55	60	50
Auckland	2017-08-21	54	59	50
Auckland	2017-08-22	52	59	44
Auckland	2017-08-23	50	60	39
Auckland	2017-08-24	52	62	41
Auckland	2017-08-25	52	62	42
Auckland	2017-08-26	54	62	46
Auckland	2017-08-27	56	60	51
Auckland	2017-08-28	60	64	55
Auckland	2017-08-29	56	62	51
Auckland	2017-08-30	54	59	50
Auckland	2017-08-31	58	62	53
Auckland	2017-09-01	56	62	50
Auckland	2017-09-02	56	60	51
Auckland	2017-09-03	55	59	51
Auckland	2017-09-04	56	60	51
Auckland	2017-09-05	56	62	50
Auckland	2017-09-06	58	62	55
Auckland	2017-09-07	56	62	51
Auckland	2017-09-08	56	62	51
Auckland	2017-09-09	52	57	46
Auckland	2017-09-10	50	55	46
Auckland	2017-09-11	52	57	46
Auckland	2017-09-12	54	57	50
Auckland	2017-09-13	56	60	51
Auckland	2017-09-14	62	66	57
Auckland	2017-09-15	60	68	51
Auckland	2017-09-16	56	60	53
Auckland	2017-09-17	57	66	48
Auckland	2017-09-18	54	57	50
Auckland	2017-09-19	54	59	48
Auckland	2017-09-20	53	62	44
Auckland	2017-09-21	56	62	50
Auckland	2017-09-22	54	59	48
Auckland	2017-09-23	58	62	53
Auckland	2017-09-24	58	64	53
Auckland	2017-09-25	60	64	57
Auckland	2017-09-26	62	66	57
Auckland	2017-09-27	58	62	55
Auckland	2017-09-28	60	64	55
Auckland	2017-09-29	56	62	51
Auckland	2017-09-30	58	62	53
Auckland	2017-10-01	54	59	50
Auckland	2017-10-02	56	60	51
Auckland	2017-10-03	58	62	55
Auckland	2017-10-04	58	62	55
Auckland	2017-10-05	60	64	55
Auckland	2017-10-06	58	64	53
Auckland	2017-10-07	60	64	57
Auckland	2017-10-08	62	68	57
Auckland	2017-10-09	62	66	57
Auckland	2017-10-10	62	66	57
Auckland	2017-10-11	60	62	55
Auckland	2017-10-12	58	62	55
Auckland	2017-10-13	58	64	53
Auckland	2017-10-14	60	64	55
Auckland	2017-10-15	56	60	53
Auckland	2017-10-16	58	62	55
Auckland	2017-10-17	58	60	55
Auckland	2017-10-18	56	60	53
Auckland	2017-10-19	52	60	44
Auckland	2017-10-20	60	62	57
Auckland	2017-10-21	58	62	55
Auckland	2017-10-22	60	64	55
Auckland	2017-10-23	58	62	55
Auckland	2017-10-24	60	64	55
Auckland	2017-10-25	58	62	55
Auckland	2017-10-26	60	64	57
Auckland	2017-10-27	62	66	59
Auckland	2017-10-28	62	64	59
Auckland	2017-10-29	64	69	59
Auckland	2017-10-30	62	68	57
Auckland	2017-10-31	61	69	53
Auckland	2017-11-01	62	66	57
Auckland	2017-11-02	63	69	57
Auckland	2017-11-03	64	68	60
Auckland	2017-11-04	64	68	59
Auckland	2017-11-05	62	68	55
Auckland	2017-11-06	60	64	55
Auckland	2017-11-07	56	66	46
Auckland	2017-11-08	60	64	57
Auckland	2017-11-09	60	64	55
Auckland	2017-11-10	58	62	55
Auckland	2017-11-11	60	66	53
Auckland	2017-11-12	58	64	51
Auckland	2017-11-13	58	66	50
Auckland	2017-11-14	58	66	51
Auckland	2017-11-15	57	66	48
Auckland	2017-11-16	60	69	51
Auckland	2017-11-17	62	71	53
Auckland	2017-11-18	60	68	53
Auckland	2017-11-19	60	66	53
Auckland	2017-11-20	66	73	59
Auckland	2017-11-21	63	71	55
Auckland	2017-11-22	63	69	57
Auckland	2017-11-23	64	73	55
Auckland	2017-11-24	66	73	59
Auckland	2017-11-25	65	71	59
Auckland	2017-11-26	66	73	60
Auckland	2017-11-27	67	75	59
Auckland	2017-11-28	66	71	60
Auckland	2017-11-29	66	73	59
Auckland	2017-11-30	66	73	60
Auckland	2017-12-01	66	75	57
Auckland	2017-12-02	65	75	55
Auckland	2017-12-03	66	77	55
Auckland	2017-12-04	68	77	59
Auckland	2017-12-05	68	75	60
Auckland	2017-12-06	70	78	62
Auckland	2017-12-07	68	78	59
Auckland	2017-12-08	71	78	64
Auckland	2017-12-09	70	77	64
Auckland	2017-12-10	70	77	62
Auckland	2017-12-11	72	77	66
Auckland	2017-12-12	70	75	66
Auckland	2017-12-13	72	77	66
Auckland	2017-12-14	68	75	60
Auckland	2017-12-15	66	75	57
Auckland	2017-12-16	68	75	62
Auckland	2017-12-17	70	78	62
Auckland	2017-12-18	72	78	66
Auckland	2017-12-19	68	73	64
Auckland	2017-12-20	68	71	64
Auckland	2017-12-21	66	73	59
Auckland	2017-12-22	70	75	66
Auckland	2017-12-23	70	77	64
Auckland	2017-12-24	69	78	60
Auckland	2017-12-25	68	77	60
Auckland	2017-12-26	68	73	64
Auckland	2017-12-27	68	73	62
Auckland	2017-12-28	62	68	55
Auckland	2017-12-29	65	73	57
Auckland	2017-12-30	66	75	57
Auckland	2017-12-31	66	75	57
Mumbai	2016-01-01	78	95	60
Mumbai	2016-01-02	75	91	59
Mumbai	2016-01-03	72	90	55
Mumbai	2016-01-04	76	94	57
Mumbai	2016-01-05	74	90	58
Mumbai	2016-01-06	75	91	59
Mumbai	2016-01-07	78	89	66
Mumbai	2016-01-08	78	91	65
Mumbai	2016-01-09	76	90	63
Mumbai	2016-01-10	76	92	61
Mumbai	2016-01-11	77	92	62
Mumbai	2016-01-12	75	85	65
Mumbai	2016-01-13	75	84	66
Mumbai	2016-01-14	72	82	63
Mumbai	2016-01-15	72	82	63
Mumbai	2016-01-16	73	83	63
Mumbai	2016-01-17	73	85	61
Mumbai	2016-01-18	72	84	60
Mumbai	2016-01-19	71	83	59
Mumbai	2016-01-20	70	86	54
Mumbai	2016-01-21	74	88	59
Mumbai	2016-01-22	76	90	63
Mumbai	2016-01-23	76	93	60
Mumbai	2016-01-24	76	92	61
Mumbai	2016-01-25	74	89	59
Mumbai	2016-01-26	70	84	56
Mumbai	2016-01-27	72	83	61
Mumbai	2016-01-28	73	89	57
Mumbai	2016-01-29	76	91	62
Mumbai	2016-01-30	77	90	64
Mumbai	2016-01-31	77	90	64
Mumbai	2016-02-01	78	90	65
Mumbai	2016-02-02	77	91	63
Mumbai	2016-02-03	74	90	59
Mumbai	2016-02-04	72	86	57
Mumbai	2016-02-05	72	84	61
Mumbai	2016-02-06	72	82	62
Mumbai	2016-02-07	72	83	62
Mumbai	2016-02-08	72	86	58
Mumbai	2016-02-09	74	86	63
Mumbai	2016-02-10	76	86	66
Mumbai	2016-02-11	74	81	66
